x1,x2,y
5.249172369718047,1.2256514389192898,1
5.789345262027375,-1.0175664281433958,1
-2.5334926275810314,7.110406456077701,-1
5.62465412233417,1.6092229095597226,1
5.161473578641645,5.708891121502521,1
1.878473328903981,4.272987963358048,1
-2.123828883618383,6.771956326516743,-1
5.255039592626988,5.350277194529328,1
-1.9129234465263352,10.770267357018568,-1
0.8491964970078119,9.867185385839539,-1
-3.5903472649065993,8.489237378570424,-1
-3.5700541855523307,10.543569902836166,-1
-1.02861678126701,6.816767558250481,-1
-2.4999934010963205,8.592029288123056,-1
7.381502175313484,2.9432077625731177,1
-2.3344580342262775,10.757847111157522,-1
1.6349493302096323,2.951218030224615,1
1.3499017377328362,10.15534036837074,-1
-3.46276598983342,9.938167507802362,-1
0.015832136632228266,6.490954215172216,-1
-4.263624629461929,10.431038414934735,-1
-3.1260837528009353,7.570187043599407,-1
4.617834645103655,0.35811181526623526,1
4.447224188309898,0.10973350358585865,1
-3.3542515177356638,9.990894206653058,-1
4.795740453679321,1.6929506602349889,1
8.515607259748903,0.5919440707422428,1
4.814471573214994,3.044452329727177,1
3.273440045431445,2.2438784995979058,1
-2.950896231857917,7.65756103235484,-1
-1.4528548542122637,12.957106254656283,-1
-1.382996397075739,7.471402526649013,-1
8.176384075477602,2.0366440774898433,1
-3.312924536773388,10.555803957980572,-1
4.815695813615998,0.5817520730008923,1
-1.0448666317873445,6.7987303586172025,-1
6.50745073589232,1.0551401660021873,1
4.520935198662931,-0.20665947563169018,1
3.714918385022053,0.06658534454061904,1
0.8168665324704487,1.0268106449153622,1
-5.244063561769974,8.14266479703907,-1
0.885936999126204,9.328526191295632,-1
3.8297609875654626,3.0942995621662295,1
5.19951245430451,4.6288108744499254,1
-2.8554473596587706,9.557071344398825,-1
-1.8582527779670088,7.853070569909098,-1
4.967238095333393,2.419966739281337,1
-3.9002830092203795,8.588012636066306,-1
3.5735697725981366,0.41798629851706304,1
-2.3048664016005036,10.206121342336205,-1
5.763294506921981,3.104191600616436,1
1.748275459764471,2.3394042285017336,1
1.9784235938243864,4.0319269617132045,1
-2.9046070211602717,9.657088756919466,-1
5.238044057791367,0.6258939181389354,1
-1.5821341420771624,9.939100839840297,-1
